code,name,market,job
069620,대웅제약,KOSPI,의약품 제조업
007680,대원,KOSDAQ,건물 건설업
000430,대원강업,KOSPI,자동차 신품 부품 제조업
048910,대원미디어,KOSDAQ,기타 전문 도매업
005710,대원산업,KOSDAQ,자동차 신품 부품 제조업
006340,대원전선,KOSPI,절연선 및 케이블 제조업
003220,대원제약,KOSPI,의약품 제조업
024890,대원화성,KOSPI,플라스틱제품 제조업
290380,대유,KOSDAQ,"비료, 농약 및 살균, 살충제 제조업"
002880,대유에이텍,KOSPI,자동차 신품 부품 제조업
290120,대유에이피,KOSDAQ,자동차 신품 부품 제조업
000300,대유플러스,KOSPI,통신 및 방송 장비 제조업
120240,대정화금,KOSDAQ,기초 화학물질 제조업
003310,대주산업,KOSDAQ,동물용 사료 및 조제식품 제조업
114920,대주이엔티,KONEX,1차 철강 제조업
078600,대주전자재료,KOSDAQ,전자부품 제조업
012800,대창,KOSPI,1차 비철금속 제조업
015230,대창단조,KOSPI,자동차 신품 부품 제조업
096350,대창솔루션,KOSDAQ,"구조용 금속제품, 탱크 및 증기발생기 제조업"
140520,대창스틸,KOSDAQ,1차 철강 제조업
131220,대한과학,KOSDAQ,기계장비 및 관련 물품 도매업
010170,대한광통신,KOSDAQ,절연선 및 케이블 제조업
060900,대한그린파워,KOSDAQ,전기업
054670,대한뉴팜,KOSDAQ,의약품 제조업
001070,대한방직,KOSPI,직물직조 및 직물제품 제조업
023910,대한약품,KOSDAQ,의약품 제조업
006650,대한유화,KOSPI,기초 화학물질 제조업
001440,대한전선,KOSPI,절연선 및 케이블 제조업
084010,대한제강,KOSPI,1차 철강 제조업
001790,대한제당,KOSPI,"곡물가공품, 전분 및 전분제품 제조업"
001130,대한제분,KOSPI,"곡물가공품, 전분 및 전분제품 제조업"
003490,대한항공,KOSPI,항공 여객 운송업
005880,대한해운,KOSPI,해상 운송업
003830,대한화섬,KOSPI,화학섬유 제조업
016090,대현,KOSPI,봉제의복 제조업
069460,대호에이엘,KOSPI,1차 비철금속 제조업
021040,대호특수강,KOSDAQ,1차 철강 제조업
067080,대화제약,KOSDAQ,의약품 제조업
298540,더네이쳐홀딩스,KOSDAQ,의복 액세서리 제조업
192080,더블유게임즈,KOSPI,소프트웨어 개발 및 공급업
299170,더블유에스아이,KOSDAQ,생활용품 도매업
012510,더존비즈온,KOSPI,"컴퓨터 프로그래밍, 시스템 통합 및 관리업"
302920,더콘텐츠온,KONEX,"영화, 비디오물, 방송프로그램 제작 및 배급업"
213420,덕산네오룩스,KOSDAQ,전자부품 제조업
317330,덕산테코피아,KOSDAQ,기타 화학제품 제조업
077360,덕산하이메탈,KOSDAQ,반도체 제조업
004830,덕성,KOSPI,플라스틱제품 제조업
090410,덕신하우징,KOSDAQ,"구조용 금속제품, 탱크 및 증기발생기 제조업"
024900,덕양산업,KOSPI,자동차 신품 부품 제조업
263600,덕우전자,KOSDAQ,전자부품 제조업
194480,데브시스터즈,KOSDAQ,소프트웨어 개발 및 공급업
348840,데이드림엔터,KONEX,"영화, 비디오물, 방송프로그램 제작 및 배급업"
263800,데이타솔루션,KOSDAQ,기계장비 및 관련 물품 도매업
199150,데이터스트림즈,KONEX,소프트웨어 개발 및 공급업
206560,덱스터,KOSDAQ,"영화, 비디오물, 방송프로그램 제작 및 배급업"
261200,덴티스,KOSDAQ,의료용 기기 제조업
145720,덴티움,KOSPI,의료용 기기 제조업
227420,도부마스크,KONEX,기타 섬유제품 제조업
067990,도이치모터스,KOSDAQ,자동차 판매업
002150,도화엔지니어링,KOSPI,"건축기술, 엔지니어링 및 관련 기술 서비스업"
006620,동구바이오제약,KOSDAQ,의약품 제조업
100130,동국S&C,KOSDAQ,"구조용 금속제품, 탱크 및 증기발생기 제조업"
005160,동국산업,KOSDAQ,1차 철강 제조업
075970,동국알앤에스,KOSDAQ,기타 비금속 광물제품 제조업
001230,동국제강,KOSPI,1차 철강 제조업
086450,동국제약,KOSDAQ,의약품 제조업
023450,동남합성,KOSPI,기초 화학물질 제조업
004140,동방,KOSPI,기타 운송관련 서비스업
099410,동방선기,KOSDAQ,선박 및 보트 건조업
007590,동방아그로,KOSPI,"비료, 농약 및 살균, 살충제 제조업"
005960,동부건설,KOSPI,토목 건설업
026960,동서,KOSPI,음·식료품 및 담배 도매업
002210,동성제약,KOSPI,의약품 제조업
102260,동성케미컬,KOSPI,회사 본부 및 경영 컨설팅 서비스업
033500,동성화인텍,KOSDAQ,기초 화학물질 제조업
025950,동신건설,KOSDAQ,토목 건설업
000640,동아쏘시오홀딩스,KOSPI,기타 금융업
170900,동아에스티,KOSPI,의약품 제조업
088130,동아엘텍,KOSDAQ,특수 목적용 기계 제조업
028100,동아지질,KOSPI,기반조성 및 시설물 축조관련 전문공사업
282690,동아타이어,KOSPI,고무제품 제조업
041930,동아화성,KOSDAQ,고무제품 제조업
001520,동양,KOSPI,"시멘트, 석회, 플라스터 및 그 제품 제조업"
084670,동양고속,KOSPI,육상 여객 운송업
082640,동양생명,KOSPI,보험업
060380,동양에스텍,KOSDAQ,1차 철강 제조업
079960,동양이엔피,KOSDAQ,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업"
008970,동양철관,KOSPI,1차 철강 제조업
228340,동양파일,KOSDAQ,"시멘트, 석회, 플라스터 및 그 제품 제조업"
092780,동양피스톤,KOSPI,자동차용 엔진 및 자동차 제조업
088910,동우팜투테이블,KOSDAQ,"도축, 육류 가공 및 저장 처리업"
094170,동운아나텍,KOSDAQ,반도체 제조업
049770,동원F&B,KOSPI,기타 식품 제조업
013120,동원개발,KOSDAQ,건물 건설업
018500,동원금속,KOSPI,자동차 신품 부품 제조업
006040,동원산업,KOSPI,어로 어업
030720,동원수산,KOSPI,어로 어업
014820,동원시스템즈,KOSPI,플라스틱제품 제조업
163560,동일고무벨트,KOSPI,고무제품 제조업
109860,동일금속,KOSDAQ,금속 주조업
032960,동일기연,KOSDAQ,전자부품 제조업
004890,동일산업,KOSPI,1차 철강 제조업
002690,동일제강,KOSPI,1차 철강 제조업
023790,동일철강,KOSDAQ,1차 철강 제조업
005290,동진쎄미켐,KOSDAQ,기초 화학물질 제조업
025900,동화기업,KOSDAQ,나무제품 제조업
000020,동화약품,KOSPI,의약품 제조업
000150,두산,KOSPI,기타 금융업
241560,두산밥캣,KOSPI,특수 목적용 기계 제조업
034020,두산에너빌리티,KOSPI,일반 목적용 기계 제조업
131970,두산테스나,KOSDAQ,"그외 기타 전문, 과학 및 기술 서비스업"
336260,두산퓨얼셀,KOSPI,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업"
016740,두올,KOSPI,자동차 신품 부품 제조업
073190,듀오백,KOSDAQ,가구 제조업
176750,듀켐바이오,KONEX,의약품 제조업
030350,드래곤플라이,KOSDAQ,소프트웨어 개발 및 공급업
203650,드림시큐리티,KOSDAQ,소프트웨어 개발 및 공급업
223250,드림씨아이에스,KOSDAQ,자연과학 및 공학 연구개발업
060570,드림어스컴퍼니,KOSDAQ,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업"
192650,드림텍,KOSPI,전자부품 제조업
217620,디딤,KOSDAQ,음식점업
016670,디모아,KOSDAQ,기타 전문 도매업
187870,디바이스이엔지,KOSDAQ,특수 목적용 기계 제조업
066670,디스플레이텍,KOSDAQ,전자부품 제조업
024090,디씨엠,KOSPI,1차 철강 제조업
003160,디아이,KOSPI,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외"
092200,디아이씨,KOSPI,자동차 신품 부품 제조업
110990,디아이티,KOSDAQ,특수 목적용 기계 제조업
078590,디아크,KOSDAQ,자동차 신품 부품 제조업
263690,디알젬,KOSDAQ,의료용 기기 제조업
214680,디알텍,KOSDAQ,의료용 기기 제조업
377190,디앤디플랫폼리츠,KOSPI,부동산 임대 및 공급업
263720,디앤씨미디어,KOSDAQ,"서적, 잡지 및 기타 인쇄물 출판업"
376300,디어유,KOSDAQ,소프트웨어 개발 및 공급업
141020,디에스앤엘,KOSDAQ,무점포 소매업
109740,디에스케이,KOSDAQ,특수 목적용 기계 제조업
196490,디에이테크놀로지,KOSDAQ,특수 목적용 기계 제조업
066900,디에이피,KOSDAQ,전자부품 제조업
180400,디엑스앤브이엑스,KOSDAQ,기타 과학기술 서비스업
127120,디엔에이링크,KOSDAQ,자연과학 및 공학 연구개발업
092070,디엔에프,KOSDAQ,기타 화학제품 제조업
039840,디오,KOSDAQ,의료용 기기 제조업
013570,디와이,KOSPI,기타 금융업
219550,디와이디,KOSDAQ,생활용품 도매업
310870,디와이씨,KOSDAQ,자동차 신품 부품 제조업
210540,디와이파워,KOSPI,특수 목적용 기계 제조업
104460,디와이피엔에프,KOSDAQ,일반 목적용 기계 제조업
079810,디이엔티,KOSDAQ,특수 목적용 기계 제조업
113810,디젠스,KOSDAQ,자동차 신품 부품 제조업
043360,디지아이,KOSDAQ,컴퓨터 및 주변장치 제조업
197140,디지캡,KOSDAQ,소프트웨어 개발 및 공급업
068930,디지털대성,KOSDAQ,일반 교습 학원
033130,디지틀조선,KOSDAQ,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업"
105740,디케이락,KOSDAQ,일반 목적용 기계 제조업
263020,디케이앤디,KOSDAQ,플라스틱제품 제조업
290550,디케이티,KOSDAQ,전자부품 제조업
187220,디티앤씨,KOSDAQ,기타 과학기술 서비스업
163430,디피코,KONEX,자동차 차체 및 트레일러 제조업
131180,딜리,KOSDAQ,컴퓨터 및 주변장치 제조업
315640,딥노이드,KOSDAQ,소프트웨어 개발 및 공급업
317120,라닉스,KOSDAQ,반도체 제조업
042510,라온시큐어,KOSDAQ,소프트웨어 개발 및 공급업
232680,라온테크,KOSDAQ,특수 목적용 기계 제조업
300120,라온피플,KOSDAQ,소프트웨어 개발 및 공급업
171120,라이온켐텍,KOSDAQ,기타 화학제품 제조업
069540,라이트론,KOSDAQ,통신 및 방송 장비 제조업
285770,라이프사이언스테크놀로지,KONEX,소프트웨어 개발 및 공급업
347700,라이프시맨틱스,KOSDAQ,소프트웨어 개발 및 공급업
214260,라파스,KOSDAQ,기타 화학제품 제조업
403360,라피치,KONEX,소프트웨어 개발 및 공급업
115390,락앤락,KOSPI,플라스틱제품 제조업
200350,래몽래인,KOSDAQ,"영화, 비디오물, 방송프로그램 제작 및 배급업"
171010,램테크놀러지,KOSDAQ,기초 화학물질 제조업
084650,랩지노믹스,KOSDAQ,자연과학 및 공학 연구개발업
217500,러셀,KOSDAQ,특수 목적용 기계 제조업
092590,럭스피아,KONEX,반도체 제조업
141080,레고켐바이오,KOSDAQ,자연과학 및 공학 연구개발업
060300,레드로버,KOSDAQ,"영화, 비디오물, 방송프로그램 제작 및 배급업"
038390,레드캡투어,KOSDAQ,여행사 및 기타 여행보조 서비스업
294140,레몬,KOSDAQ,화학섬유 제조업
228670,레이,KOSDAQ,의료용 기기 제조업
228850,레이언스,KOSDAQ,의료용 기기 제조업
412350,레이저쎌,KOSDAQ,특수 목적용 기계 제조업
281740,레이크머티리얼즈,KOSDAQ,기타 화학제품 제조업
277810,레인보우로보틱스,KOSDAQ,특수 목적용 기계 제조업
179720,렌딩머신,KONEX,소프트웨어 개발 및 공급업
215100,로보로보,KOSDAQ,기타 전기장비 제조업
090360,로보스타,KOSDAQ,특수 목적용 기계 제조업
238500,로보쓰리,KONEX,"그외 기타 전문, 과학 및 기술 서비스업"
108490,로보티즈,KOSDAQ,특수 목적용 기계 제조업
900260,로스웰,KOSDAQ,기타 금융업
223220,로지스몬,KONEX,소프트웨어 개발 및 공급업
067730,로지시스,KOSDAQ,"컴퓨터 프로그래밍, 시스템 통합 및 관리업"
071280,로체시스템즈,KOSDAQ,특수 목적용 기계 제조업
032350,롯데관광개발,KOSPI,여행사 및 기타 여행보조 서비스업
089860,롯데렌탈,KOSPI,운송장비 임대업
330590,롯데리츠,KOSPI,부동산 임대 및 공급업
000400,롯데손해보험,KOSPI,보험업
023530,롯데쇼핑,KOSPI,종합 소매업
004000,롯데정밀화학,KOSPI,기초 화학물질 제조업
286940,롯데정보통신,KOSPI,"컴퓨터 프로그래밍, 시스템 통합 및 관리업"
280360,롯데제과,KOSPI,기타 식품 제조업
004990,롯데지주,KOSPI,기타 금융업
005300,롯데칠성,KOSPI,비알코올음료 및 얼음 제조업
011170,롯데케미칼,KOSPI,기초 화학물질 제조업
071840,롯데하이마트,KOSPI,가전제품 및 정보통신장비 소매업
328130,루닛,KOSDAQ,소프트웨어 개발 및 공급업
038060,루멘스,KOSDAQ,반도체 제조업
162120,루켄테크놀러지스,KONEX,기타 전기장비 제조업
253610,루트락,KONEX,기타 전문 도매업
085370,루트로닉,KOSDAQ,의료용 기기 제조업
060240,룽투코리아,KOSDAQ,소프트웨어 개발 및 공급업
058470,리노공업,KOSDAQ,전자부품 제조업
039980,리노스,KOSDAQ,"컴퓨터 프로그래밍, 시스템 통합 및 관리업"
019570,리더스 기술투자,KOSDAQ,신탁업 및 집합투자업
016100,리더스코스메틱,KOSDAQ,기타 화학제품 제조업
012700,리드코프,KOSDAQ,기타 전문 도매업
302550,리메드,KOSDAQ,의료용 기기 제조업
377450,리파인,KOSDAQ,기타 정보 서비스업
277070,린드먼아시아,KOSDAQ,신탁업 및 집합투자업
042500,링네트,KOSDAQ,"컴퓨터 프로그래밍, 시스템 통합 및 관리업"
219420,링크제니시스,KOSDAQ,소프트웨어 개발 및 공급업
027740,마니커,KOSPI,"도축, 육류 가공 및 저장 처리업"
195500,마니커에프앤지,KOSDAQ,"도축, 육류 가공 및 저장 처리업"
357430,마스턴프리미어리츠,KOSPI,부동산 임대 및 공급업
222810,마이더스AI,KOSDAQ,소프트웨어 개발 및 공급업
305090,마이크로디지탈,KOSDAQ,의료용 기기 제조업
098120,마이크로컨텍솔,KOSDAQ,전자부품 제조업
147760,마이크로프랜드,KOSDAQ,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외"
377480,마인즈랩,KOSDAQ,소프트웨어 개발 및 공급업
038290,마크로젠,KOSDAQ,"그외 기타 전문, 과학 및 기술 서비스업"
204320,만도,KOSPI,자동차 신품 부품 제조업
001080,만호제강,KOSPI,1차 철강 제조업
267980,매일유업,KOSDAQ,낙농제품 및 식용빙과류 제조업
005990,매일홀딩스,KOSDAQ,낙농제품 및 식용빙과류 제조업
127160,매직마이크로,KOSDAQ,전자부품 제조업
093520,매커스,KOSDAQ,기계장비 및 관련 물품 도매업
377030,맥스트,KOSDAQ,소프트웨어 개발 및 공급업
088980,맥쿼리인프라,KOSPI,신탁업 및 집합투자업
094800,맵스리얼티1,KOSPI,신탁업 및 집합투자업
100590,머큐리,KOSDAQ,통신 및 방송 장비 제조업
067280,멀티캠퍼스,KOSDAQ,기타 교육기관
072870,메가스터디,KOSDAQ,"서적, 잡지 및 기타 인쇄물 출판업"
215200,메가스터디교육,KOSDAQ,일반 교습 학원
133750,메가엠디,KOSDAQ,일반 교습 학원
235980,메드팩토,KOSDAQ,자연과학 및 공학 연구개발업
200580,메디쎄이,KONEX,의료용 기기 제조업
041920,메디아나,KOSDAQ,의료용 기기 제조업
233250,메디안디노스틱,KONEX,의료용품 및 기타 의약 관련제품 제조업
014100,메디앙스,KOSDAQ,기타 화학제품 제조업
236340,메디젠휴먼케어,KONEX,자연과학 및 공학 연구개발업
054180,메디콕스,KOSDAQ,선박 및 보트 건조업
086900,메디톡스,KOSDAQ,기초 의약물질 및 생물학적 제제 제조업
078160,메디포스트,KOSDAQ,기초 의약물질 및 생물학적 제제 제조업
065650,메디프론,KOSDAQ,기계장비 및 관련 물품 도매업
138040,메리츠금융지주,KOSPI,기타 금융업
008560,메리츠증권,KOSPI,금융 지원 서비스업
000060,메리츠화재,KOSPI,보험업
021880,메이슨캐피탈,KOSDAQ,기타 금융업
140410,메지온,KOSDAQ,자연과학 및 공학 연구개발업
241770,메카로,KOSDAQ,기타 화학제품 제조업
090370,메타랩스,KOSPI,봉제의복 제조업
059210,메타바이오메드,KOSDAQ,의료용품 및 기타 의약 관련제품 제조업
058110,멕아이씨에스,KOSDAQ,의료용 기기 제조업
096640,멜파스,KOSDAQ,전자부품 제조업
017180,명문제약,KOSPI,의약품 제조업
257370,명성티엔에스,KOSDAQ,특수 목적용 기계 제조업
009900,명신산업,KOSPI,자동차 신품 부품 제조업
267060,명진홀딩스,KONEX,수산물 가공 및 저장 처리업
012690,모나리자,KOSPI,기타 종이 및 판지 제품 제조업
005360,모나미,KOSPI,생활용품 도매업
080420,모다이노칩,KOSDAQ,"섬유, 의복, 신발 및 가죽제품 소매업"
080160,모두투어,KOSDAQ,여행사 및 기타 여행보조 서비스업
204210,모두투어리츠,KOSPI,부동산 임대 및 공급업
100030,모바일리더,KOSDAQ,소프트웨어 개발 및 공급업
087260,모바일어플라이언스,KOSDAQ,소프트웨어 개발 및 공급업
101330,모베이스,KOSDAQ,통신 및 방송 장비 제조업
012860,모베이스전자,KOSDAQ,자동차 신품 부품 제조업
363260,모비데이즈,KOSDAQ,광고업
348030,모비릭스,KOSDAQ,소프트웨어 개발 및 공급업
250060,모비스,KOSDAQ,"컴퓨터 프로그래밍, 시스템 통합 및 관리업"
288980,모아데이타,KOSDAQ,소프트웨어 개발 및 공급업
033200,모아텍,KOSDAQ,전자부품 제조업
009680,모토닉,KOSPI,자동차 신품 부품 제조업
118990,모트렉스,KOSDAQ,자동차 신품 부품 제조업
006920,모헨즈,KOSDAQ,"시멘트, 석회, 플라스터 및 그 제품 제조업"
009580,무림P&P,KOSPI,"펄프, 종이 및 판지 제조업"
001810,무림SP,KOSDAQ,"펄프, 종이 및 판지 제조업"
009200,무림페이퍼,KOSPI,"펄프, 종이 및 판지 제조업"
135160,무송지오씨,KONEX,절연선 및 케이블 제조업
322970,무진메디,KONEX,자연과학 및 공학 연구개발업
033920,무학,KOSPI,알코올음료 제조업
008420,문배철강,KOSPI,1차 철강 제조업
279600,미디어젠,KOSDAQ,소프트웨어 개발 및 공급업
095500,미래나노텍,KOSDAQ,플라스틱제품 제조업
025560,미래산업,KOSPI,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외"
218150,미래생명자원,KOSDAQ,동물용 사료 및 조제식품 제조업
007120,미래아이앤지,KOSPI,"컴퓨터 프로그래밍, 시스템 통합 및 관리업"
396690,미래에셋글로벌리츠,KOSPI,부동산 임대 및 공급업
353490,미래에셋대우스팩 5호,KOSDAQ,금융 지원 서비스업
328380,미래에셋대우스팩3호,KOSDAQ,금융 지원 서비스업
357250,미래에셋맵스리츠,KOSPI,부동산 임대 및 공급업
100790,미래에셋벤처투자,KOSDAQ,기타 금융업
412930,미래에셋비전스팩1호,KOSDAQ,금융 지원 서비스업
085620,미래에셋생명,KOSPI,보험업
006800,미래에셋증권,KOSPI,금융 지원 서비스업
208890,미래엔에듀파트너,KONEX,교육지원 서비스업
049950,미래컴퍼니,KOSDAQ,특수 목적용 기계 제조업
207760,미스터블루,KOSDAQ,기타 정보 서비스업
002840,미원상사,KOSPI,기타 화학제품 제조업
268280,미원에스씨,KOSPI,기초 화학물질 제조업
107590,미원홀딩스,KOSPI,기타 금융업
134380,미원화학,KOSPI,기타 화학제품 제조업
003650,미창석유,KOSPI,석유 정제품 제조업
059090,미코,KOSDAQ,반도체 제조업
214610,미코바이오메드,KOSDAQ,의료용 기기 제조업
201490,미투온,KOSDAQ,소프트웨어 개발 및 공급업
950190,미투젠,KOSDAQ,소프트웨어 개발 및 공급업
155900,바다로19호,KOSPI,운송장비 임대업
206640,바디텍메드,KOSDAQ,의료용품 및 기타 의약 관련제품 제조업
018700,바른손,KOSDAQ,생활용품 도매업
035620,바른손이앤에이,KOSDAQ,"영화, 비디오물, 방송프로그램 제작 및 배급업"
064520,바른전자,KOSDAQ,반도체 제조업
354390,바스칸바이오제약,KONEX,의약품 제조업
053030,바이넥스,KOSDAQ,의약품 제조업
301300,바이브컴퍼니,KOSDAQ,소프트웨어 개발 및 공급업
064550,바이오니아,KOSDAQ,의료용품 및 기타 의약 관련제품 제조업
314930,바이오다인,KOSDAQ,의료용 기기 제조업
208710,바이오로그디바이스,KOSDAQ,전자부품 제조업
086820,바이오솔루션,KOSDAQ,기초 의약물질 및 생물학적 제제 제조업
038460,바이오스마트,KOSDAQ,전자부품 제조업
281310,바이오시네틱스,KONEX,자연과학 및 공학 연구개발업
251120,바이오에프디엔씨,KOSDAQ,기초 의약물질 및 생물학적 제제 제조업
266470,바이오인프라생명과학,KONEX,자연과학 및 공학 연구개발업
086040,바이오톡스텍,KOSDAQ,자연과학 및 공학 연구개발업
199290,바이오프로테크,KONEX,의료용 기기 제조업
099430,바이오플러스,KOSDAQ,기초 의약물질 및 생물학적 제제 제조업
032980,바이온,KOSDAQ,음·식료품 및 담배 도매업
222160,바이옵트로,KOSDAQ,특수 목적용 기계 제조업
308080,바이젠셀,KOSDAQ,자연과학 및 공학 연구개발업
043150,바텍,KOSDAQ,의료용 기기 제조업
323990,박셀바이오,KOSDAQ,자연과학 및 공학 연구개발업
003610,방림,KOSPI,직물직조 및 직물제품 제조업
267790,배럴,KOSDAQ,봉제의복 제조업
001340,백광산업,KOSPI,기초 화학물질 제조업
046310,백금T&A,KOSDAQ,통신 및 방송 장비 제조업
035150,백산,KOSPI,플라스틱제품 제조업
066410,버킷스튜디오,KOSDAQ,전기 통신업
002410,범양건영,KOSPI,건물 건설업
382900,범한퓨얼셀,KOSDAQ,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업"
206400,베노홀딩스,KOSDAQ,실내건축 및 건축마무리 공사업
019010,베뉴지,KOSDAQ,종합 소매업
322190,베른,KONEX,자동차 차체 및 트레일러 제조업
177350,베셀,KOSDAQ,특수 목적용 기계 제조업
299910,베스파,KOSDAQ,소프트웨어 개발 및 공급업
096300,베트남개발1,KOSPI,신탁업 및 집합투자업
007210,벽산,KOSPI,기타 비금속 광물제품 제조업
225530,보광산업,KOSDAQ,기타 비금속 광물제품 제조업
250000,보라티알,KOSDAQ,음·식료품 및 담배 도매업
002760,보락,KOSPI,기타 화학제품 제조업
003850,보령,KOSPI,의약품 제조업
310210,보로노이,KOSDAQ,기초 의약물질 및 생물학적 제제 제조업
006910,보성파워텍,KOSDAQ,"구조용 금속제품, 탱크 및 증기발생기 제조업"
000890,보해양조,KOSPI,알코올음료 제조업
226340,본느,KOSDAQ,기타 화학제품 제조업
206950,볼빅,KONEX,운동 및 경기용구 제조업
003000,부광약품,KOSPI,의약품 제조업
001270,부국증권,KOSPI,금융 지원 서비스업
026940,부국철강,KOSPI,1차 철강 제조업
014470,부방,KOSDAQ,기타 금융업
011390,부산산업,KOSPI,"시멘트, 석회, 플라스터 및 그 제품 제조업"
005030,부산주공,KOSPI,자동차 신품 부품 제조업
008470,부스타,KOSDAQ,"구조용 금속제품, 탱크 및 증기발생기 제조업"
338220,뷰노,KOSDAQ,소프트웨어 개발 및 공급업
100120,뷰웍스,KOSDAQ,의료용 기기 제조업
337930,브랜드엑스코퍼레이션,KOSDAQ,기타 정보 서비스업
099390,브레인즈컴퍼니,KOSDAQ,소프트웨어 개발 및 공급업
064480,브리지텍,KOSDAQ,소프트웨어 개발 및 공급업
288330,브릿지바이오테라퓨틱스,KOSDAQ,기초 의약물질 및 생물학적 제제 제조업
365900,브이씨,KOSDAQ,운동 및 경기용구 제조업
251630,브이원텍,KOSDAQ,특수 목적용 기계 제조업
018290,브이티지엠피,KOSDAQ,기타 화학제품 제조업
044480,블루베리 NFT,KOSDAQ,고무제품 제조업
033560,블루콤,KOSDAQ,영상 및 음향기기 제조업
191600,블루탑,KONEX,전자부품 제조업
369370,블리츠웨이,KOSDAQ,"인형,장난감 및 오락용품 제조업"
126340,비나텍,KOSDAQ,일차전지 및 축전지 제조업
121800,비덴트,KOSDAQ,통신 및 방송 장비 제조업
148140,비디아이,KOSDAQ,일반 목적용 기계 제조업
082800,비보존 헬스케어,KOSDAQ,반도체 제조업
318410,비비씨,KOSDAQ,그외 기타 제품 제조업
002070,비비안,KOSPI,봉제의복 제조업
100220,비상교육,KOSPI,"서적, 잡지 및 기타 인쇄물 출판업"
146320,비씨엔씨,KOSDAQ,반도체 제조업
200780,비씨월드제약,KOSDAQ,의약품 제조업
141000,비아트론,KOSDAQ,특수 목적용 기계 제조업
090460,비에이치,KOSDAQ,전자부품 제조업
083650,비에이치아이,KOSDAQ,일반 목적용 기계 제조업
215050,비엔디생활건강,KONEX,기타 화학제품 제조업
142760,비엘,KOSDAQ,자연과학 및 공학 연구개발업
065170,비엘팜텍,KOSDAQ,음·식료품 및 담배 도매업
086220,비엘헬스케어,KONEX,기타 식품 제조업
086670,비엠티,KOSDAQ,일반 목적용 기계 제조업
335890,비올,KOSDAQ,의료용 기기 제조업
138580,비즈니스온,KOSDAQ,소프트웨어 개발 및 공급업
082920,비츠로셀,KOSDAQ,일차전지 및 축전지 제조업
054220,비츠로시스,KOSDAQ,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업"
042370,비츠로테크,KOSDAQ,기타 금융업
030790,비케이탑스,KOSPI,"컴퓨터 프로그래밍, 시스템 통합 및 관리업"
050090,비케이홀딩스,KOSDAQ,전자부품 제조업
307870,비투엔,KOSDAQ,"컴퓨터 프로그래밍, 시스템 통합 및 관리업"
357880,비트나인,KOSDAQ,소프트웨어 개발 및 공급업
032850,비트컴퓨터,KOSDAQ,소프트웨어 개발 및 공급업
148780,비플라이소프트,KOSDAQ,소프트웨어 개발 및 공급업
238200,비피도,KOSDAQ,기타 식품 제조업
093190,빅솔론,KOSDAQ,컴퓨터 및 주변장치 제조업
065450,빅텍,KOSDAQ,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외"
210120,빅텐츠,KONEX,"영화, 비디오물, 방송프로그램 제작 및 배급업"
005180,빙그레,KOSPI,낙농제품 및 식용빙과류 제조업
072950,빛샘전자,KOSDAQ,전자부품 제조업
266170,뿌리깊은나무들,KONEX,"영화, 비디오물, 방송프로그램 제작 및 배급업"
143240,사람인에이치알,KOSDAQ,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업"
003960,사조대림,KOSPI,수산물 가공 및 저장 처리업
008040,사조동아원,KOSPI,"곡물가공품, 전분 및 전분제품 제조업"
007160,사조산업,KOSPI,어로 어업
014710,사조씨푸드,KOSPI,수산물 가공 및 저장 처리업
006090,사조오양,KOSPI,수산물 가공 및 저장 처리업
100090,삼강엠앤티,KOSDAQ,1차 철강 제조업
122350,삼기,KOSDAQ,자동차 신품 부품 제조업
014970,삼륭물산,KOSDAQ,"골판지, 종이 상자 및 종이용기 제조업"
018310,삼목에스폼,KOSDAQ,"구조용 금속제품, 탱크 및 증기발생기 제조업"
053700,삼보모터스,KOSDAQ,자동차 신품 부품 제조업
009620,삼보산업,KOSDAQ,1차 비철금속 제조업
023600,삼보판지,KOSDAQ,"펄프, 종이 및 판지 제조업"
001470,삼부토건,KOSPI,토목 건설업
006400,삼성SDI,KOSPI,일차전지 및 축전지 제조업
006660,삼성공조,KOSPI,자동차 신품 부품 제조업
380320,삼성머스트스팩5호,KOSDAQ,금융 지원 서비스업
028260,삼성물산,KOSPI,기타 전문 도매업
207940,삼성바이오로직스,KOSPI,기초 의약물질 및 생물학적 제제 제조업
032830,삼성생명,KOSPI,보험업
377630,삼성스팩4호,KOSDAQ,금융 지원 서비스업
425290,삼성스팩6호,KOSDAQ,금융 지원 서비스업
018260,삼성에스디에스,KOSPI,"컴퓨터 프로그래밍, 시스템 통합 및 관리업"
028050,삼성엔지니어링,KOSPI,"건축기술, 엔지니어링 및 관련 기술 서비스업"
009150,삼성전기,KOSPI,전자부품 제조업
005930,삼성전자,KOSPI,통신 및 방송 장비 제조업
